LST	all	br	grey	dark	visits_HETDEX
19.0	0.0	0.0	0.0	0.0	0.0
19.016666666666666	0.0	0.0	0.0	0.0	0.0
19.033333333333335	0.0	0.0	0.0	0.0	0.0
19.05	0.0	0.0	0.0	0.0	0.0
19.066666666666666	0.0	0.0	0.0	0.0	0.0
19.083333333333332	0.0	0.0	0.0	0.0	0.0
19.1	0.0	0.0	0.0	0.0	0.0
19.116666666666667	0.0	0.0	0.0	0.0	0.0
19.133333333333333	0.0	0.0	0.0	0.0	0.0
19.150000000000002	0.0	0.0	0.0	0.0	0.0
19.166666666666668	0.0	0.0	0.0	0.0	0.0
19.183333333333334	0.0	0.0	0.0	0.0	0.0
19.2	0.0	0.0	0.0	0.0	0.0
19.21666666666667	0.0	0.0	0.0	0.0	0.0
19.233333333333334	0.0	0.0	0.0	0.0	0.0
19.25	0.0	0.0	0.0	0.0	0.0
19.266666666666666	0.0	0.0	0.0	0.0	0.0
19.283333333333335	0.0	0.0	0.0	0.0	0.0
19.3	0.0	0.0	0.0	0.0	0.0
19.316666666666666	0.0	0.0	0.0	0.0	0.0
19.333333333333336	0.0	0.0	0.0	0.0	0.0
19.35	0.0	0.0	0.0	0.0	0.0
19.366666666666667	0.0	0.0	0.0	0.0	0.0
19.383333333333333	0.0	0.0	0.0	0.0	0.0
19.400000000000002	0.0	0.0	0.0	0.0	0.0
19.416666666666668	0.0	0.0	0.0	0.0	0.0
19.433333333333334	0.0	0.0	0.0	0.0	0.0
19.450000000000003	0.0	0.0	0.0	0.0	0.0
19.46666666666667	0.0	0.0	0.0	0.0	0.0
19.483333333333334	0.0	0.0	0.0	0.0	0.0
19.5	0.0	0.0	0.0	0.0	0.0
19.51666666666667	0.0	0.0	0.0	0.0	0.0
19.533333333333335	0.0	0.0	0.0	0.0	0.0
19.55	0.0	0.0	0.0	0.0	0.0
19.56666666666667	0.0	0.0	0.0	0.0	0.0
19.583333333333336	0.0	0.0	0.0	0.0	0.0
19.6	0.0	0.0	0.0	0.0	0.0
19.616666666666667	0.0	0.0	0.0	0.0	0.0
19.633333333333336	0.0	0.0	0.0	0.0	0.0
19.650000000000002	0.0	0.0	0.0	0.0	0.0
19.666666666666668	0.0	0.0	0.0	0.0	0.0
19.683333333333337	0.0	0.0	0.0	0.0	0.0
19.700000000000003	0.0	0.0	0.0	0.0	0.0
19.71666666666667	0.0	0.0	0.0	0.0	0.0
19.733333333333334	0.0	0.0	0.0	0.0	0.0
19.750000000000004	0.0	0.0	0.0	0.0	0.0
19.76666666666667	0.0	0.0	0.0	0.0	0.0
19.783333333333335	0.0	0.0	0.0	0.0	0.0
19.800000000000004	0.0	0.0	0.0	0.0	0.0
19.81666666666667	0.0	0.0	0.0	0.0	0.0
19.833333333333336	0.0	0.0	0.0	0.0	0.0
19.85	0.0	0.0	0.0	0.0	0.0
19.86666666666667	0.0	0.0	0.0	0.0	0.0
19.883333333333336	0.0	0.0	0.0	0.0	0.0
19.900000000000002	0.0	0.0	0.0	0.0	0.0
19.916666666666668	0.0	0.0	0.0	0.0	0.0
19.933333333333337	0.0	0.0	0.0	0.0	0.0
19.950000000000003	0.0	0.0	0.0	0.0	0.0
19.96666666666667	0.0	0.0	0.0	0.0	0.0
19.983333333333338	0.0	0.0	0.0	0.0	0.0
20.000000000000004	0.0	0.0	0.0	0.0	0.0
20.01666666666667	0.0	0.0	0.0	0.0	0.0
20.033333333333335	0.0	0.0	0.0	0.0	0.0
20.050000000000004	0.0	0.0	0.0	0.0	0.0
20.06666666666667	0.0	0.0	0.0	0.0	0.0
20.083333333333336	0.0	0.0	0.0	0.0	0.0
20.100000000000005	0.0	0.0	0.0	0.0	0.0
20.11666666666667	0.0	0.0	0.0	0.0	0.0
20.133333333333336	0.0	0.0	0.0	0.0	0.0
20.150000000000002	0.0	0.0	0.0	0.0	0.0
20.16666666666667	0.0	0.0	0.0	0.0	0.0
20.183333333333337	0.0	0.0	0.0	0.0	0.0
20.200000000000003	0.0	0.0	0.0	0.0	0.0
20.21666666666667	0.0	0.0	0.0	0.0	0.0
20.233333333333338	0.0	0.0	0.0	0.0	0.0
20.250000000000004	0.0	0.0	0.0	0.0	0.0
20.26666666666667	0.0	0.0	0.0	0.0	0.0
20.28333333333334	0.0	0.0	0.0	0.0	0.0
20.300000000000004	0.0	0.0	0.0	0.0	0.0
20.31666666666667	0.0	0.0	0.0	0.0	0.0
20.333333333333336	0.0	0.0	0.0	0.0	0.0
20.350000000000005	0.0	0.0	0.0	0.0	0.0
20.36666666666667	0.0	0.0	0.0	0.0	0.0
20.383333333333336	0.0	0.0	0.0	0.0	0.0
20.400000000000006	0.0	0.0	0.0	0.0	0.0
20.41666666666667	0.0	0.0	0.0	0.0	0.0
20.433333333333337	0.0	0.0	0.0	0.0	0.0
20.450000000000003	0.0	0.0	0.0	0.0	0.0
20.466666666666672	0.0	0.0	0.0	0.0	0.0
20.483333333333338	0.0	0.0	0.0	0.0	0.0
20.500000000000004	0.0	0.0	0.0	0.0	0.0
20.516666666666673	0.0	0.0	0.0	0.0	0.0
20.53333333333334	0.0	0.0	0.0	0.0	0.0
20.550000000000004	0.0	0.0	0.0	0.0	0.0
20.56666666666667	0.0	0.0	0.0	0.0	0.0
20.58333333333334	0.0	0.0	0.0	0.0	0.0
20.600000000000005	0.0	0.0	0.0	0.0	0.0
20.61666666666667	0.0	0.0	0.0	0.0	0.0
20.63333333333334	0.0	0.0	0.0	0.0	0.0
20.650000000000006	0.0	0.0	0.0	0.0	0.0
20.66666666666667	0.0	0.0	0.0	0.0	0.0
20.683333333333337	0.0	0.0	0.0	0.0	0.0
20.700000000000006	0.0	0.0	0.0	0.0	0.0
20.716666666666672	0.0	0.0	0.0	0.0	0.0
20.733333333333338	0.0	0.0	0.0	0.0	0.0
20.750000000000007	0.0	0.0	0.0	0.0	0.0
20.766666666666673	0.0	0.0	0.0	0.0	0.0
20.78333333333334	0.0	0.0	0.0	0.0	0.0
20.800000000000004	0.0	0.0	0.0	0.0	0.0
20.816666666666674	0.0	0.0	0.0	0.0	0.0
20.83333333333334	0.0	0.0	0.0	0.0	0.0
20.850000000000005	0.0	0.0	0.0	0.0	0.0
20.866666666666674	0.0	0.0	0.0	0.0	0.0
20.88333333333334	0.0	0.0	0.0	0.0	0.0
20.900000000000006	0.0	0.0	0.0	0.0	0.0
20.91666666666667	0.0	0.0	0.0	0.0	0.0
20.93333333333334	0.0	0.0	0.0	0.0	0.0
20.950000000000006	0.0	0.0	0.0	0.0	0.0
20.966666666666672	0.0	0.0	0.0	0.0	0.0
