LST	all	br	grey	dark
5.883333333333334	0.0	0.0	0.0	0.0
5.9	0.0	0.0	0.0	0.0
5.916666666666667	0.0	0.0	0.0	0.0
5.933333333333334	0.0	0.0	0.0	0.0
5.95	0.0	0.0	0.0	0.0
5.966666666666667	0.0	0.0	0.0	0.0
5.983333333333333	0.0	0.0	0.0	0.0
6.0	0.0	0.0	0.0	0.0
6.016666666666667	0.0	0.0	0.0	0.0
6.033333333333333	0.0	0.0	0.0	0.0
6.05	0.0	0.0	0.0	0.0
6.066666666666666	0.0	0.0	0.0	0.0
6.083333333333333	0.0	0.0	0.0	0.0
6.1	0.0	0.0	0.0	0.0
6.116666666666666	0.0	0.0	0.0	0.0
6.133333333333333	0.0	0.0	0.0	0.0
6.15	0.0	0.0	0.0	0.0
6.166666666666667	0.0	0.0	0.0	0.0
6.183333333333334	0.0	0.0	0.0	0.0
6.2	0.0	0.0	0.0	0.0
6.216666666666667	0.0	0.0	0.0	0.0
6.233333333333333	0.0	0.0	0.0	0.0
6.25	0.0	0.0	0.0	0.0
6.266666666666667	0.0	0.0	0.0	0.0
6.283333333333333	0.0	0.0	0.0	0.0
6.3	0.0	0.0	0.0	0.0
6.316666666666666	0.0	0.0	0.0	0.0
6.333333333333333	0.0	0.0	0.0	0.0
6.35	0.0	0.0	0.0	0.0
6.366666666666666	0.0	0.0	0.0	0.0
6.383333333333333	0.0	0.0	0.0	0.0
6.4	0.0	0.0	0.0	0.0
6.416666666666666	0.0	0.0	0.0	0.0
6.433333333333334	0.0	0.0	0.0	0.0
6.45	0.0	0.0	0.0	0.0
6.466666666666667	0.0	0.0	0.0	0.0
6.483333333333333	0.0	0.0	0.0	0.0
6.5	0.0	0.0	0.0	0.0
6.516666666666667	0.0	0.0	0.0	0.0
6.533333333333333	0.0	0.0	0.0	0.0
6.55	0.0	0.0	0.0	0.0
6.566666666666666	0.0	0.0	0.0	0.0
6.583333333333333	0.0	0.0	0.0	0.0
6.6	0.0	0.0	0.0	0.0
6.616666666666666	0.0	0.0	0.0	0.0
6.633333333333333	0.0	0.0	0.0	0.0
6.6499999999999995	0.0	0.0	0.0	0.0
6.666666666666666	0.0	0.0	0.0	0.0
6.683333333333334	0.0	0.0	0.0	0.0
6.699999999999999	0.0	0.0	0.0	0.0
6.716666666666667	0.0	0.0	0.0	0.0
6.733333333333333	0.0	0.0	0.0	0.0
6.75	0.0	0.0	0.0	0.0
6.766666666666667	0.0	0.0	0.0	0.0
6.783333333333333	0.0	0.0	0.0	0.0
6.8	0.0	0.0	0.0	0.0
6.816666666666666	0.0	0.0	0.0	0.0
6.833333333333333	0.0	0.0	0.0	0.0
6.85	0.0	0.0	0.0	0.0
6.866666666666666	0.0	0.0	0.0	0.0
6.883333333333333	0.0	0.0	0.0	0.0
6.8999999999999995	0.0	0.0	0.0	0.0
6.916666666666666	0.0	0.0	0.0	0.0
6.933333333333334	0.0	0.0	0.0	0.0
6.949999999999999	0.0	0.0	0.0	0.0
6.966666666666667	0.0	0.0	0.0	0.0
6.9833333333333325	0.0	0.0	0.0	0.0
7.0	0.0	0.0	0.0	0.0
7.016666666666667	0.0	0.0	0.0	0.0
7.033333333333333	0.0	0.0	0.0	0.0
7.05	0.0	0.0	0.0	0.0
7.066666666666666	0.0	0.0	0.0	0.0
7.083333333333333	0.0	0.0	0.0	0.0
7.1	0.0	0.0	0.0	0.0
7.116666666666666	0.0	0.0	0.0	0.0
7.133333333333333	0.0	0.0	0.0	0.0
7.1499999999999995	0.0	0.0	0.0	0.0
7.166666666666666	0.0	0.0	0.0	0.0
7.183333333333334	0.0	0.0	0.0	0.0
7.199999999999999	0.0	0.0	0.0	0.0
7.216666666666667	0.0	0.0	0.0	0.0
7.2333333333333325	0.0	0.0	0.0	0.0
7.25	0.0	0.0	0.0	0.0
7.266666666666667	0.0	0.0	0.0	0.0
7.283333333333333	0.0	0.0	0.0	0.0
7.3	0.0	0.0	0.0	0.0
7.316666666666666	0.0	0.0	0.0	0.0
7.333333333333333	0.0	0.0	0.0	0.0
7.35	0.0	0.0	0.0	0.0
7.366666666666666	0.0	0.0	0.0	0.0
7.383333333333333	0.0	0.0	0.0	0.0
7.3999999999999995	0.0	0.0	0.0	0.0
7.416666666666666	0.0	0.0	0.0	0.0
7.433333333333333	0.0	0.0	0.0	0.0
7.449999999999999	0.0	0.0	0.0	0.0
7.466666666666667	0.0	0.0	0.0	0.0
7.4833333333333325	0.0	0.0	0.0	0.0
7.5	0.0	0.0	0.0	0.0
7.516666666666666	0.0	0.0	0.0	0.0
7.533333333333333	0.0	0.0	0.0	0.0
7.55	0.0	0.0	0.0	0.0
7.566666666666666	0.0	0.0	0.0	0.0
7.583333333333333	0.0	0.0	0.0	0.0
7.6	0.0	0.0	0.0	0.0
7.616666666666666	0.0	0.0	0.0	0.0
7.633333333333333	0.0	0.0	0.0	0.0
7.6499999999999995	0.0	0.0	0.0	0.0
7.666666666666666	0.0	0.0	0.0	0.0
7.683333333333333	0.0	0.0	0.0	0.0
7.699999999999999	0.0	0.0	0.0	0.0
7.716666666666667	0.0	0.0	0.0	0.0
7.7333333333333325	0.0	0.0	0.0	0.0
7.75	0.0	0.0	0.0	0.0
7.766666666666666	0.0	0.0	0.0	0.0
7.783333333333333	0.0	0.0	0.0	0.0
7.8	0.0	0.0	0.0	0.0
7.816666666666666	0.0	0.0	0.0	0.0
7.833333333333333	0.0	0.0	0.0	0.0
7.85	0.0	0.0	0.0	0.0
7.866666666666666	0.0	0.0	0.0	0.0
7.883333333333333	0.0	0.0	0.0	0.0
7.8999999999999995	0.0	0.0	0.0	0.0
7.916666666666666	0.0	0.0	0.0	0.0
7.933333333333333	0.0	0.0	0.0	0.0
7.949999999999999	0.0	0.0	0.0	0.0
7.966666666666667	0.0	0.0	0.0	0.0
7.9833333333333325	0.0	0.0	0.0	0.0
8.0	0.0	0.0	0.0	0.0
8.016666666666666	0.0	0.0	0.0	0.0
8.033333333333333	0.0	0.0	0.0	0.0
8.049999999999999	0.0	0.0	0.0	0.0
8.066666666666666	0.0	0.0	0.0	0.0
8.083333333333332	0.0	0.0	0.0	0.0
8.1	0.0	0.0	0.0	0.0
8.116666666666667	0.0	0.0	0.0	0.0
8.133333333333333	0.0	0.0	0.0	0.0
8.149999999999999	0.0	0.0	0.0	0.0
8.166666666666666	0.0	0.0	0.0	0.0
8.183333333333334	0.0	0.0	0.0	0.0
8.2	0.0	0.0	0.0	0.0
8.216666666666667	0.0	0.0	0.0	0.0
8.233333333333333	0.0	0.0	0.0	0.0
8.25	0.0	0.0	0.0	0.0
8.266666666666666	0.0	0.0	0.0	0.0
8.283333333333333	0.0	0.0	0.0	0.0
8.299999999999999	0.0	0.0	0.0	0.0
8.316666666666666	0.0	0.0	0.0	0.0
8.333333333333332	0.0	0.0	0.0	0.0
8.35	0.0	0.0	0.0	0.0
8.366666666666667	0.0	0.0	0.0	0.0
8.383333333333333	0.0	0.0	0.0	0.0
8.399999999999999	0.0	0.0	0.0	0.0
8.416666666666666	0.0	0.0	0.0	0.0
8.433333333333334	0.0	0.0	0.0	0.0
8.45	0.0	0.0	0.0	0.0
8.466666666666665	0.0	0.0	0.0	0.0
8.483333333333333	0.0	0.0	0.0	0.0
8.5	0.0	0.0	0.0	0.0
8.516666666666666	0.0	0.0	0.0	0.0
8.533333333333333	0.0	0.0	0.0	0.0
8.549999999999999	0.0	0.0	0.0	0.0
8.566666666666666	0.0	0.0	0.0	0.0
8.583333333333332	0.0	0.0	0.0	0.0
8.6	0.0	0.0	0.0	0.0
8.616666666666665	0.0	0.0	0.0	0.0
8.633333333333333	0.0	0.0	0.0	0.0
8.649999999999999	0.0	0.0	0.0	0.0
8.666666666666666	0.0	0.0	0.0	0.0
8.683333333333334	0.0	0.0	0.0	0.0
8.7	0.0	0.0	0.0	0.0
8.716666666666665	0.0	0.0	0.0	0.0
8.733333333333333	0.0	0.0	0.0	0.0
8.75	0.0	0.0	0.0	0.0
8.766666666666666	0.0	0.0	0.0	0.0
8.783333333333333	0.0	0.0	0.0	0.0
8.799999999999999	0.0	0.0	0.0	0.0
8.816666666666666	0.0	0.0	0.0	0.0
8.833333333333332	0.0	0.0	0.0	0.0
8.85	0.0	0.0	0.0	0.0
