LST	all	br	grey	dark
-2.1166666666666667	0.0	0.0	0.0	0.0
-2.1	0.0	0.0	0.0	0.0
-2.0833333333333335	0.0	0.0	0.0	0.0
-2.066666666666667	0.0	0.0	0.0	0.0
-2.05	0.0	0.0	0.0	0.0
-2.033333333333333	0.0	0.0	0.0	0.0
-2.0166666666666666	0.0	0.0	0.0	0.0
-2.0	0.0	0.0	0.0	0.0
-1.9833333333333334	0.0	0.0	0.0	0.0
-1.9666666666666668	0.0	0.0	0.0	0.0
-1.95	0.0	0.0	0.0	0.0
-1.9333333333333333	0.0	0.0	0.0	0.0
-1.9166666666666667	0.0	0.0	0.0	0.0
-1.9000000000000001	0.0	0.0	0.0	0.0
-1.8833333333333333	0.0	0.0	0.0	0.0
-1.8666666666666667	0.0	0.0	0.0	0.0
-1.85	0.0	0.0	0.0	0.0
-1.8333333333333335	0.0	0.0	0.0	0.0
-1.8166666666666667	0.0	0.0	0.0	0.0
-1.8	0.0	0.0	0.0	0.0
-1.7833333333333334	0.0	0.0	0.0	0.0
-1.7666666666666668	0.0	0.0	0.0	0.0
-1.75	0.0	0.0	0.0	0.0
-1.7333333333333334	0.0	0.0	0.0	0.0
-1.7166666666666668	0.0	0.0	0.0	0.0
-1.7000000000000002	0.0	0.0	0.0	0.0
-1.6833333333333336	0.0	0.0	0.0	0.0
-1.6666666666666667	0.0	0.0	0.0	0.0
-1.6500000000000001	0.0	0.0	0.0	0.0
-1.6333333333333333	0.0	0.0	0.0	0.0
-1.6166666666666667	0.0	0.0	0.0	0.0
-1.6	0.0	0.0	0.0	0.0
-1.5833333333333335	0.0	0.0	0.0	0.0
-1.5666666666666669	0.0	0.0	0.0	0.0
-1.5500000000000003	0.0	0.0	0.0	0.0
-1.5333333333333334	0.0	0.0	0.0	0.0
-1.5166666666666668	0.0	0.0	0.0	0.0
-1.5000000000000002	0.0	0.0	0.0	0.0
-1.4833333333333334	0.0	0.0	0.0	0.0
-1.4666666666666668	0.0	0.0	0.0	0.0
-1.4500000000000002	0.0	0.0	0.0	0.0
-1.4333333333333336	0.0	0.0	0.0	0.0
-1.416666666666667	0.0	0.0	0.0	0.0
-1.4000000000000001	0.0	0.0	0.0	0.0
-1.3833333333333335	0.0	0.0	0.0	0.0
-1.366666666666667	0.0	0.0	0.0	0.0
-1.35	0.0	0.0	0.0	0.0
-1.3333333333333335	0.0	0.0	0.0	0.0
-1.3166666666666669	0.0	0.0	0.0	0.0
-1.3000000000000003	0.0	0.0	0.0	0.0
-1.2833333333333337	0.0	0.0	0.0	0.0
-1.2666666666666668	0.0	0.0	0.0	0.0
-1.2500000000000002	0.0	0.0	0.0	0.0
